age,workclass,marital-status,relationship,race,sex,hours-per-week,income,region,nivel_educativo,perfil_ocupacional,cat_capital-gain,cat_capital-loss,log_capital_gain,log_capital_loss
38,Private,Married-civ-spouse,Wife,White,Female,50,>50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
18,Private,Never-married,Own-child,White,Female,30,<=50K,EEUU,Basica_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
50,Private,Married-civ-spouse,Husband,White,Male,40,>50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
78,Private,Widowed,Unmarried,White,Female,12,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,7.753623546559746,0.0
27,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Basica_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
19,Private,Never-married,Own-child,White,Female,25,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
24,State-gov,Never-married,Not-in-family,White,Female,40,<=50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
20,Private,Never-married,Own-child,White,Male,15,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_1,0.0,7.3796321526095525
25,Private,Never-married,Own-child,White,Male,35,<=50K,EEUU,Maestría,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
34,Private,Divorced,Not-in-family,White,Female,50,>50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
30,Self-emp-inc,Married-civ-spouse,Husband,White,Male,35,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
37,Federal-gov,Divorced,Not-in-family,White,Female,40,<=50K,EEUU,Maestría,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
38,Private,Married-civ-spouse,Husband,White,Male,48,>50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
67,Without-pay,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,12,<=50K,Asia,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
35,Private,Married-civ-spouse,Husband,White,Male,30,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
75,Self-emp-not-inc,Married-civ-spouse,Husband,White,Male,30,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
47,Private,Married-civ-spouse,Wife,White,Female,50,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
23,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Basica_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
51,Federal-gov,Divorced,Not-in-family,White,Female,8,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
42,Local-gov,Divorced,Not-in-family,Black,Male,40,<=50K,EEUU,Secundaria_Completa,Servicios,Nivel_3,Nivel_4,0.0,0.0
32,Private,Married-civ-spouse,Wife,White,Female,32,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
54,Private,Separated,Unmarried,White,Female,35,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
20,Private,Never-married,Own-child,White,Female,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
39,Private,Married-civ-spouse,Husband,White,Male,40,>50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
41,Private,Married-civ-spouse,Husband,White,Male,38,>50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_7,Nivel_4,8.94754601503218,0.0
35,Private,Never-married,Not-in-family,White,Female,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
45,Local-gov,Married-civ-spouse,Husband,White,Male,35,>50K,EEUU,Universitaria,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
27,Private,Never-married,Not-in-family,White,Female,40,<=50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
61,Self-emp-not-inc,Married-civ-spouse,Husband,White,Male,30,>50K,EEUU,Basica_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
41,Private,Never-married,Not-in-family,White,Male,50,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
22,Private,Never-married,Own-child,White,Male,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
55,Private,Married-civ-spouse,Husband,Black,Male,40,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_7,Nivel_4,9.617470759403409,0.0
66,,Married-civ-spouse,Husband,White,Male,6,<=50K,EEUU,Universitaria,,Nivel_3,Nivel_4,0.0,0.0
25,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
20,Private,Never-married,Own-child,White,Female,35,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Servicios,Nivel_3,Nivel_4,0.0,0.0
20,Private,Never-married,Other-relative,Black,Female,35,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
67,Self-emp-inc,Married-civ-spouse,Husband,White,Male,16,<=50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
44,Private,Married-civ-spouse,Husband,White,Male,60,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
42,Private,Married-civ-spouse,Husband,White,Male,60,>50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
29,Local-gov,Never-married,Not-in-family,Other,Male,40,<=50K,Latinoamerica,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
48,Private,Never-married,Unmarried,White,Female,38,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
25,Private,Never-married,Other-relative,Black,Female,40,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
31,Private,Divorced,Unmarried,White,Female,99,>50K,EEUU,Secundaria_Completa,Servicios,Nivel_3,Nivel_4,0.0,0.0
48,Private,Married-spouse-absent,Unmarried,White,Female,70,>50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_6,0.0,7.813187267521416
40,Private,Divorced,Not-in-family,White,Male,20,<=50K,EEUU,Maestría,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
26,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
28,Private,Married-civ-spouse,Own-child,White,Female,35,<=50K,EEUU,Secundaria_Completa,Servicios,Nivel_3,Nivel_4,0.0,0.0
52,Private,Married-civ-spouse,Husband,White,Male,40,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
41,Self-emp-not-inc,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
39,Self-emp-not-inc,Married-civ-spouse,Wife,White,Female,50,<=50K,EEUU,Universitaria,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
48,Private,Never-married,Not-in-family,Black,Female,16,<=50K,Latinoamerica,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
19,Private,Never-married,Not-in-family,White,Female,30,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
27,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_1,0.0,7.409741954080923
59,Private,Married-civ-spouse,Husband,White,Male,50,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_1,0.0,7.462214939768189
19,Private,Never-married,Other-relative,White,Male,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
32,Private,Never-married,Own-child,White,Male,50,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
39,Private,Never-married,Other-relative,White,Male,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
33,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
38,Private,Never-married,Not-in-family,White,Male,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
27,Private,Never-married,Own-child,White,Male,45,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
23,Private,Never-married,Own-child,White,Female,45,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
59,,Divorced,Not-in-family,White,Male,48,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,,Nivel_3,Nivel_4,0.0,0.0
25,Local-gov,Never-married,Not-in-family,Asian-Pac-Islander,Male,20,<=50K,Asia,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
37,Self-emp-inc,Married-civ-spouse,Husband,White,Male,68,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
31,Private,Married-civ-spouse,Husband,White,Male,65,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
24,Private,Never-married,Own-child,White,Female,37,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
53,Local-gov,Divorced,Unmarried,White,Female,38,<=50K,Latinoamerica,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
26,Private,Never-married,Other-relative,Black,Male,40,<=50K,,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
25,Private,Married-civ-spouse,Wife,White,Female,40,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
59,Private,Never-married,Not-in-family,White,Male,40,<=50K,EEUU,Basica_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
39,Federal-gov,Divorced,Unmarried,White,Female,40,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
28,Private,Never-married,Own-child,White,Male,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
22,Private,Never-married,Not-in-family,White,Male,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
20,Private,Never-married,Other-relative,White,Male,40,<=50K,Latinoamerica,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
25,Private,Never-married,Own-child,White,Female,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Servicios,Nivel_3,Nivel_4,0.0,0.0
27,Private,Never-married,Unmarried,White,Male,50,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
20,Private,Never-married,Unmarried,White,Male,40,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
63,,Widowed,Not-in-family,Black,Female,24,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,,Nivel_3,Nivel_4,0.0,0.0
43,Self-emp-not-inc,Divorced,Unmarried,White,Male,25,<=50K,EEUU,Basica_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
39,Private,Divorced,Not-in-family,White,Female,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
27,Private,Never-married,Not-in-family,White,Male,45,<=50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
17,Private,Never-married,Own-child,White,Female,5,<=50K,EEUU,Basica_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
40,State-gov,Married-civ-spouse,Husband,White,Male,72,<=50K,EEUU,Escuela profesional,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
50,Private,Married-civ-spouse,Husband,White,Male,48,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
23,Self-emp-inc,Never-married,Own-child,White,Female,35,<=50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
60,Private,Married-civ-spouse,Husband,White,Male,65,>50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_7,Nivel_4,8.895492631451633,0.0
30,Private,Never-married,Not-in-family,White,Female,40,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
24,Private,Married-civ-spouse,Husband,White,Male,50,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
23,Private,Never-married,Own-child,White,Female,20,<=50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
24,Private,Married-civ-spouse,Husband,White,Male,30,<=50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_2,Nivel_4,8.519989278718239,0.0
45,Self-emp-not-inc,Married-civ-spouse,Husband,White,Male,20,<=50K,EEUU,Universitaria,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
58,Self-emp-inc,Married-civ-spouse,Husband,White,Male,60,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_7,Nivel_4,8.895492631451633,0.0
22,Private,Never-married,Other-relative,White,Male,20,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
41,Private,Never-married,Not-in-family,White,Male,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
48,Private,Married-civ-spouse,Husband,White,Male,40,>50K,EEUU,Basica_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
31,Private,Divorced,Other-relative,White,Male,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
33,Private,Married-civ-spouse,Husband,White,Male,50,>50K,EEUU,Escuela profesional,Administrativo_Especializado,Nivel_3,Nivel_7,0.0,7.589841512182657
49,Self-emp-inc,Married-civ-spouse,Husband,White,Male,50,<=50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
30,Private,Married-civ-spouse,Husband,White,Male,50,>50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_7,Nivel_4,8.94754601503218,0.0
38,Private,Never-married,Not-in-family,White,Male,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
58,Local-gov,Married-civ-spouse,Husband,White,Male,48,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
58,Private,Divorced,Not-in-family,White,Female,50,<=50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
61,Self-emp-not-inc,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
58,Private,Married-civ-spouse,Husband,White,Male,40,>50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_7,Nivel_4,8.94754601503218,0.0
32,Private,Married-civ-spouse,Husband,White,Male,45,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
33,Self-emp-not-inc,Divorced,Not-in-family,White,Male,50,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
28,Private,Separated,Not-in-family,White,Female,50,>50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
22,Private,Never-married,Own-child,White,Female,11,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Servicios,Nivel_3,Nivel_4,0.0,0.0
35,Private,Married-civ-spouse,Husband,White,Male,40,>50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
59,Private,Married-civ-spouse,Husband,White,Male,55,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
45,Self-emp-inc,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,>50K,,Escuela profesional,Administrativo_Especializado,Nivel_7,Nivel_4,8.94754601503218,0.0
50,Self-emp-not-inc,Married-civ-spouse,Husband,Black,Male,40,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
56,Self-emp-inc,Widowed,Not-in-family,White,Female,40,<=50K,EEUU,Basica_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
36,Self-emp-not-inc,Never-married,Not-in-family,White,Male,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
18,,Never-married,Own-child,White,Male,30,<=50K,EEUU,Basica_Incompleta,,Nivel_3,Nivel_4,0.0,0.0
28,Private,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,60,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
42,Private,Married-civ-spouse,Husband,Black,Male,40,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
60,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Secundaria_Completa,Servicios,Nivel_3,Nivel_4,0.0,0.0
41,Self-emp-inc,Married-civ-spouse,Husband,White,Male,91,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
42,Private,Married-civ-spouse,Husband,White,Male,45,>50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_7,Nivel_4,8.895492631451633,0.0
36,Private,Married-civ-spouse,Husband,White,Male,55,>50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
52,Local-gov,Married-civ-spouse,Husband,White,Male,40,>50K,EEUU,Maestría,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
42,Self-emp-not-inc,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
26,Local-gov,Married-civ-spouse,Husband,White,Male,55,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Servicios,Nivel_3,Nivel_4,0.0,0.0
31,Local-gov,Divorced,Unmarried,White,Female,40,<=50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
47,Private,Separated,Unmarried,White,Female,40,<=50K,Latinoamerica,Basica_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
35,Private,Married-civ-spouse,Husband,White,Male,50,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
19,Private,Never-married,Own-child,White,Male,25,<=50K,EEUU,Basica_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
59,Self-emp-not-inc,Married-civ-spouse,Wife,White,Female,80,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
38,Private,Married-civ-spouse,Husband,White,Male,40,>50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
36,Private,Married-civ-spouse,Husband,White,Male,50,<=50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
35,Private,Never-married,Not-in-family,White,Female,55,<=50K,EEUU,Maestría,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
39,Private,Married-civ-spouse,Husband,White,Male,30,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
64,Private,Separated,Not-in-family,White,Male,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Servicios,Nivel_3,Nivel_4,0.0,0.0
17,Local-gov,Never-married,Own-child,White,Female,25,<=50K,EEUU,Basica_Incompleta,Servicios,Nivel_3,Nivel_4,0.0,0.0
49,Private,Married-civ-spouse,Husband,White,Male,32,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Servicios,Nivel_3,Nivel_4,0.0,0.0
19,Private,Never-married,Own-child,White,Female,25,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Servicios,Nivel_3,Nivel_4,0.0,0.0
36,Self-emp-not-inc,Married-civ-spouse,Wife,White,Female,40,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_1,Nivel_4,8.051340933292979,0.0
26,Private,Never-married,Not-in-family,White,Male,45,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
27,Private,Never-married,Other-relative,White,Female,40,<=50K,Latinoamerica,Basica_Incompleta,Servicios,Nivel_3,Nivel_4,7.685703061234547,0.0
66,Private,Married-civ-spouse,Husband,White,Male,40,>50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_7,Nivel_4,9.906084178383393,0.0
38,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Basica_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
25,Private,Never-married,Other-relative,White,Female,25,<=50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
19,Private,Never-married,Not-in-family,White,Female,40,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
30,Private,Never-married,Not-in-family,White,Male,50,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_2,Nivel_4,8.473868066677865,0.0
22,Private,Never-married,Unmarried,Asian-Pac-Islander,Male,40,<=50K,Asia,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
60,Private,Divorced,Own-child,White,Male,44,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
54,Private,Married-civ-spouse,Husband,White,Male,18,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_7,0.0,7.589841512182657
46,Private,Separated,Not-in-family,White,Male,37,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
33,State-gov,Never-married,Own-child,White,Male,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Servicios,Nivel_3,Nivel_4,0.0,0.0
51,Local-gov,Divorced,Not-in-family,White,Female,40,<=50K,EEUU,Maestría,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
43,Private,Married-civ-spouse,Husband,White,Male,60,>50K,EEUU,Escuela profesional,Administrativo_Especializado,Nivel_7,Nivel_4,9.617470759403409,0.0
18,,Never-married,Own-child,White,Female,30,<=50K,EEUU,Secundaria_Completa,,Nivel_3,Nivel_4,0.0,0.0
60,Self-emp-inc,Married-civ-spouse,Husband,White,Male,25,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
39,Self-emp-not-inc,Married-civ-spouse,Husband,White,Male,60,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
23,Private,Never-married,Own-child,White,Female,40,<=50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_1,Nivel_4,8.109525659752872,0.0
39,Private,Never-married,Not-in-family,White,Female,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
40,Local-gov,Never-married,Not-in-family,White,Male,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
48,Private,Married-civ-spouse,Husband,White,Male,65,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
24,Private,Never-married,Other-relative,White,Male,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
32,Private,Divorced,Not-in-family,White,Male,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
31,Self-emp-not-inc,Married-civ-spouse,Husband,White,Male,60,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
39,Private,Never-married,Not-in-family,Black,Male,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
27,Private,Never-married,Own-child,White,Female,40,<=50K,EEUU,Maestría,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
45,State-gov,Never-married,Not-in-family,Black,Male,38,<=50K,EEUU,Maestría,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
22,,Divorced,Other-relative,Black,Female,40,<=50K,EEUU,Secundaria_Completa,,Nivel_3,Nivel_4,0.0,0.0
31,Private,Never-married,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia,Universitaria,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
63,Private,Divorced,Not-in-family,White,Female,40,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
45,Private,Married-civ-spouse,Husband,White,Male,50,>50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
28,State-gov,Separated,Unmarried,White,Female,50,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
23,Private,Never-married,Own-child,White,Female,40,<=50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
50,Private,Married-civ-spouse,Husband,White,Male,44,>50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
33,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Basica_Incompleta,Servicios,Nivel_3,Nivel_4,0.0,0.0
